id,sentence,label,clean
670_1,"""Because of windows 8.1 and windows phone 8.1 universal app, I am hoping to adapt the app to windows phone as well.""",0,becaus window window phone univers hope adapt window phone well
671_1,"""All the saved and live data are saved on onedrive to allow roaming between the devices.""",0,save live data save onedr allow roam between devic
672_1,"""But I've found that windows phone 8.1 file picker does not have access to onedrive and there is no futureaccesslist.""",0,found that window phone file picker doe have access onedr there futureaccesslist
672_2,"""This aspect alone prevents any adaptation of my app to the windows phone platform.""",0,thi aspect alon prevent adapt window phone platform
672_3,"""Please allow windows phone 8.1 file/folder picker to have access to onedrive and store the location in futureaccesslist.""",1,pleas allow window phone file folder picker have access onedr store locat futureaccesslist
673_1,"""Also, please allow onedrive folder to be stored locally like winrt.""",1,also pleas allow onedr folder store local like winrt
673_2,"""Otherwise, it's not a real universal app.""",0,otherwis real univers
673_3,"""All the saved and live data are___ more""",0,save live data more
674_1,"""So far i have tried three different apps and I cannot access my pre windows phone 8.1 photos.""",0,have tri three differ app cannot access window phone photo
674_2,"""This needs fixing as a number 1 priority.""",1,thi need fix number prioriti
674_3,"""It would be nice to give developers the option put a payment on hold when they reach the appropriate threshold and have the option to put it on top of the next due payment when they reach the threshold after that.""",1,would nice give develop option payment hold when they reach appropri threshold have option next payment when they reach threshold after that
675_1,"""in wp8.1 dev preview theres a bug with the push service.""",0,preview there with push servic
676_1,"""when i__m on mobile data connection, i get all my notifications, when i__m on wifi there is no connection to the push server.""",0,when mobil data connect notif when wifi there connect push server
676_2,"""no i found a workaround for myself, when i turn off the mobile data connection manually the push over wifi works.""",0,found workaround myself when turn mobil data connect manual push over wifi work
676_3,"""but on wp 8.0 gdr 3, the system recognized automaticly wich connection i__m using and turn the push service automaticly on cellular or on wifi.""",0,system recogn automaticli wich connect use turn push servic automaticli cellular wifi
676_4,"""everytime it works, with wp 8.1 dev preview it doesn__t.""",0,everytim work with preview doesn
676_5,"""When I try to insert a new Bank Account I receive an error because there is a validation that the Bank Account should be in the same Country of my account.""",0,when insert bank account receiv error becaus there valid that bank account should same countri account
676_6,"""I think this is not correct, because using Paypal I can receive money in another country but I don't want pay extra costs for Paypal and also i can insert my tax plan in a country different of my country in my account.""",0,think thi correct becaus use paypal receiv money anoth countri want extra cost paypal also insert plan countri differ countri account
676_7,"""Please remove that validation or validate according with my tax plan and not my country in the account.""",1,pleas remov that valid valid accord with plan countri account
676_8,""": there is another post that I voted because I can't change the country in my account.""",0,there anoth post that vote becaus chang countri account
676_9,""": there is another post that I voted___ more""",0,there anoth post that vote more
676_10,"""I did a report on in app purchases today and noticed that every line item shows an app version of 1.0.0 - which most certainly is not the case.""",0,report purchas today notic that everi line item show version which most certainli case
676_11,"""Make Bing Vision lens in the camera app pinnable to Start for quick access again and/or add it to the Cortana screen, to the left of the Music Search button perhaps.""",0,make bing vision len camera pinnabl start quick access again cortana screen left music search button perhap
676_12,"""In Windows Phone 8 we were able directly access facebook through the people hub.""",0,window phone were abl directli access facebook through peopl
677_1,"""Comment on photos, write on walls without having to enter the facebook app.""",0,comment photo write wall without have enter facebook
679_1,"""We were also able to switch between text messages and Facebook messages on the fly.""",0,were also abl switch between text messag facebook messag
679_2,"""Now with WIndows Phone 8.1 the app ALWAYS has to open.""",0,with window phone alway open
679_3,"""On my Lumia 920 it takes significantly longer to do that now.""",0,lumia take significantli longer that
680_1,"""IT'S SLOW!!!!""",0,slow
680_2,"""Please bring back the simplicity and efficiency of Windows Phone!""",1,pleas bring back simplic effici window phone
680_3,"""While I was building a web application, I've noticed that single page applications with this url: http://www.contoso.com/!#/ will display blank page and only a refresh will load the page again can you please check that?""",1,while build applic notic that singl page applic with thi http contoso will display blank page onli refresh will load page again pleas check that
680_4,"""It would be great if you would add a RemoteId to the calendars.""",1,would great would remoteid calendar
680_5,"""appointments have a RemoteId but calendars don't.""",0,appoint have remoteid calendar
681_1,"""It would be easier to sync calendars if they have a RemoteId like appointments.""",0,would easier sync calendar they have remoteid like appoint
681_2,"""When the application is unpublished by Microsoft, the reason in sent by email.""",0,when applic unpublish microsoft reason sent email
681_3,"""When the email is not received (like in my case) the developer doesn't know the reason.""",0,when email receiv like case develop doesn know reason
681_4,"""However this can be easily fixed by writing it in Dev Center.""",0,howev thi easili fix write center
681_5,"""In WinRT, the TileBrush class is missing the TileMode and View* properties that are present in other frameworks like WPF and Silverlight.""",0,winrt tilebrush class miss tilemod view properti that present other framework like silverlight
681_6,"""Please add these properties so that we can support image tiling properly.""",1,pleas these properti that support imag tile properli
681_7,"""There are tons of requests for this over the past years.""",0,there ton request thi over past year
681_8,"""See this thread for an example: http://social.msdn.microsoft.com/Forums/windowsapps/en-US/bb5aa859-e3d1-46f2-a661-d4bdbee9a1f2/windowsuixamlmediaimagebrush?forum=winappswithcsharp""",0,thi thread exampl http social msdn microsoft forum windowsapp bdbee windowsuixamlmediaimagebrush forum winappswithcsharp
681_9,"""The Lockscreen text attribute should be separated out from Tile attributes.""",1,lockscreen text attribut should separ from tile attribut
681_10,"""To provide lockscreen text its necessary to use the WideBackContent attribute on the Flip tile.""",0,provid lockscreen text necessari widebackcont attribut flip tile
681_11,"""But - if you have generated a custom tile and/or you don't want the tile to flip, then you cannot use the lockscreen text feature.""",0,have gener custom tile want tile flip then cannot lockscreen text featur
682_1,"""I'm trying to use the API for Contacts in the namespace Windows.ApplicationModel.Contacts, but it doesn't work as expected.""",0,tri contact namespac window applicationmodel contact doesn work expect
682_2,"""First of all, on Windows Phone 8.1 I always get an IOException when trying to call PickContactAsync().""",0,first window phone alway ioexcept when tri call pickcontactasync
682_3,"""This is very strange, since I was expecting to see at least Contacts app to be launched, seems there's some problem establishing the contract.""",0,thi veri strang sinc expect least contact launch seem there some problem establish contract
683_1,"""I also checked the Contacts permission was enabled on the Package.appxmanifest.""",0,also check contact permiss enabl packag appxmanifest
683_2,"""On Windows 8.1 / RT 8.1 che call to the PickContactAsync() works but I receive wrong data instaed, for example: FirstName and LastName are both in FirstName (and LastName is empty), the ImportantDates (e.g.""",0,window call pickcontactasync work receiv wrong data insta exampl firstnam lastnam both firstnam lastnam empti importantd
683_3,"""Birthday) are always set to low values (like 05/05/0004), but if I try to navigate the contacts through Outlook.com or Contacts/People app I can see the right values.""",0,birthday alway valu like navig contact through outlook contact peopl right valu
683_4,"""Maybe I'm missing something, but this API seems to be broken.""",0,mayb miss someth thi seem broken
683_5,"""On Windows 8.1 / RT 8.1 che call to the PickContactAsync() works but I receive wrong data instaed, for example: FirstName and LastName are both in FirstName (and LastName is___ more""",0,window call pickcontactasync work receiv wrong data insta exampl firstnam lastnam both firstnam lastnam more
683_6,"""Although it is possible to define custom ETW events, and to generate those events, the publicly available tooling does not currently provide a way to get access to these events.""",0,although possibl defin custom event gener those event publicli avail tool doe current provid access these event
683_7,"""The Windows Phone Developer Power Tools only enable collection of predefined profiles that use certain system events.""",0,window phone develop power tool onli enabl collect predefin profil that certain system event
683_8,"""There appears to be no way to tell it to collect data from your own custom event sources.""",0,there appear tell collect data from your custom event sourc
683_9,"""So although in, e.g., .NET-based store apps, the System.Diagnostics.Tracing.EventSource class is available and can be used to generate custom ETW events, there doesn't appear to be any point to this at the moment because you can't actually record those events in a trace!""",0,although base store app system diagnost trace eventsourc class avail use gener custom event there doesn appear point thi moment becaus actual record those event trace
683_10,"""Just to be clear, this is *not* a duplicate of http://wpdev.uservoice.com/forums/110705-dev-platform/suggestions/3743880-please-provide-etw-logging-from-a-windows-phone-8 - as a reply in that thread points out, you can already log ETW events from a WP8 app.""",0,just clear thi duplic http wpdev uservoic forum platform suggest pleas provid log from window phone repli that thread point alreadi event from
684_1,"""What I want is the ability to record those alongside system-provided ETW events, so that I can see how my code's activity fits in with system behaviour.""",1,what want abil record those alongsid system provid event that code activ fit with system behaviour
684_2,"""So although in, e.g., .NET-based store apps, the System.Diagnostics.Tracing.EventSource class is available and can be used to generate custom ETW events, there doesn't appear to be any point to this at the moment because you___ more""",0,although base store app system diagnost trace eventsourc class avail use gener custom event there doesn appear point thi moment becaus more
684_3,"""Please get back the old OneDrive integration to windows phone 8.1.""",1,pleas back onedr integr window phone
685_1,"""It used to sync so fast and was able to view the pictures under photo albums easily.""",0,use sync fast abl view pictur under photo album easili
685_2,"""And now the app takes long time to load.""",0,take long time load
685_3,"""The same happened with Facebook integration.""",0,same happen with facebook integr
685_4,"""It used to be good on 7.8.""",0,use good
686_1,"""We could minimize or maximize the pictures but now we can only maximize.""",0,could minim maxim pictur onli maxim
686_2,"""I purchased the windows phone because of the smooth integration but now we are slowly moving towards apps and no OS integration.""",0,purchas window phone becaus smooth integr slowli move toward app integr
687_1,"""Microsoft provide a system event SmsReceived for app to be notified when a SMS received, we also need such event for phone call, such as PhoneReveived...""",0,microsoft provid system event smsreceiv notifi when receiv also need such event phone call such phonereveiv
687_2,"""Moreover, it's better to have read-only API for phone call history, so developer can help to make better phone call related app like Android.""",1,moreov better have read onli phone call histori develop help make better phone call relat like android
687_3,"""make the mapicon of the windows phone sdk 8.1 able to be on top by the use of zindex make the event tapped accessible for mapicon too""",0,make mapicon window phone abl zindex make event tap access mapicon
687_4,"""Allow the messaging application to join in the default messaging application (Hub Message) for full interaction.""",1,allow messag applic join default messag applic messag full interact
687_5,"""-applications use the API of the Hub message for send/view/delete/etc... SMS -The message Hub uses the API of others applications for the same thing (send/view/delete/etc... messages).""",0,applic messag send view delet messag use other applic same thing send view delet messag
687_6,"""This means, that the developper have the ablity to implement other application APIs in the message hub and use it""",0,thi mean that developp have abliti implement other applic api messag
687_7,"""We need Windows Phone to synchronize its clock via the internet.""",1,need window phone synchron clock internet
687_8,"""In some countries this does not work via provider services.""",0,some countri thi doe work provid servic
687_9,"""Include an API to add, remove, deactivate tracking protection lists (TPL), to further drive down data usage, enable selective protection against rogue sites tracking, and just having a sense of control.""",1,includ remov deactiv track protect list further drive down data usag enabl select protect against rogu site track just have sens control
687_10,"""Just like on desktop IE.""",0,just like desktop
687_11,"""Provide more help with understand text that coming from cortanan.""",1,provid more help with understand text that come from cortanan
687_12,"""things i think about is like understanding dates and times.""",0,thing think about like understand date time
687_13,"""when planning a new agenda item for example this is done nicely.""",0,when plan agenda item exampl thi done nice
687_14,"""Pivot and panorama controls should have options to enable/disable wrapping.""",0,pivot panorama control should have option enabl disabl wrap
687_15,"""Also the scroll viewer should have options to disable overscrolling effect.""",0,also scroll viewer should have option disabl overscrol effect
687_16,"""This program don't work on WindowsPhone 8.1 (LiveSDK 5.6) bool connected = false; try { var authClient = new LiveAuthClient(); LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); if (result.Status == LiveConnectSessionStatus.Connected) { connected = true; var connectClient = new LiveConnectClient(result.Session); var meResult = await connectClient.GetAsync(""me""); dynamic meData = meResult.Result; } } catch (LiveAuthException ex) { // Display an error message. }""",0,thi program work windowsphon livesdk bool connect fals authclient liveauthcli liveloginresult result await authclient loginasync string signin skydriv result statu liveconnectsessionstatu connect connect true connectcli liveconnectcli result session meresult await connectcli getasync dynam medata meresult result catch liveauthexcept display error messag
687_17,"""catch (LiveConnectException ex) { // Display another error message. }""",0,catch liveconnectexcept display anoth error messag
687_18,"""if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); but authClient is not null.""",0,catch gener except obtain thi except messag object refer istanc object liveloginresult result await authclient loginasync string signin skydriv authclient null
687_19,"""I Also wrote on MSDN Forum, but I received no reply...""",0,also wrote msdn forum receiv repli
687_20,"""if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result =___ more""",0,catch gener except obtain thi except messag object refer istanc object liveloginresult result more
688_1,"""i can use it to recover my files.""",0,recov file
688_2,"""Hoello, with WP8.1 the Silverlight XAP apps are forced to use ""Fast Resume"".""",0,hoello with silverlight app forc fast resum
690_1,"""This has broken my app Swipe Tunes as I hastilly submitted a WP8.1 update with Transparent Tile and realised later that fast resume was causing issues with my secondary tiles etc.""",0,thi broken swipe tune hastilli submit updat with transpar tile realis later that fast resum caus issu with secondari tile
690_2,"""Fast resume has pretty much killed my app and I can't delete the WP8.1 XAP from the store, and as such it looks like my app will not be able to go back on the WP Store or if it does it will have to be under a new name and abandon previous customers.""",0,fast resum pretti much kill delet from store such look like will abl back store doe will have under name abandon previou custom
690_3,"""Please cant we have an option in the WPAppManifest file to untick ""fast resume"" and allow WP8.1 apps to not run in fast resume mode just like in WP8?""",1,pleas cant have option wpappmanifest file untick fast resum allow app fast resum mode just like
691_2,"""http://windowsphone.uservoice.com/forums/101801-feature-suggestions/suggestions/6080912-we-want-open-the-app-by-tap-the-quick-status-icon""",0,http windowsphon uservoic forum featur suggest suggest want open quick statu icon
691_3,"""Allow NFC capable Windows Phones to pay from the Wallet app using NFC at locations where card readers support it.""",1,allow capabl window phone from wallet use locat where card reader support
691_4,"""Google wallet has been able to do this for almost 3 years now.""",0,googl wallet been abl thi almost year
691_5,"""Just YouTube using Google Wallet at McD.""",0,just youtub use googl wallet
691_6,"""Support for this would destroy any argument for an apple device because they aren't going to do this any time soon and it would close the gap in functionality between WP and android.""",0,support thi would destroy argument appl devic becaus they aren go thi time soon would close function between android
691_7,"""Developers need create/edit document from Windows Store Apps.""",1,develop need creat edit document from window store app
691_8,"""Thereby, integrate WinRT apps with Office.""",0,therebi integr winrt app with offic
691_9,"""OpenXML SDK Office for WinRT __ Office Primary Interop Assembly Classes for WinRT Win8 applications need to be more productive for businesses!""",0,openxml offic winrt offic primari interop assembl class winrt applic need more product busi
691_10,"""Microsoft / Pubcenter claims to have interstitials.""",0,microsoft pubcent claim have interstiti
691_11,"""However, these are just bigger ad formats and not the interstitials we know from other ad networks.""",0,howev these just bigger format interstiti know from other network
692_1,"""Interstitials are displayed at a break point in the app / game.""",0,interstiti display break point game
692_2,"""Therefore it is for the app / game developer much more important to have a good fill rate.""",0,therefor game develop much more import have good fill rate
692_3,"""Allowing to prefetch an ad allow the developer to optimise his ad strategy.""",0,allow prefetch allow develop optimis strategi
692_5,"""he is able to show his own house ad when pubcenter can not fill the ad request).""",0,abl show hous when pubcent fill request
693_1,"""Provide access to CPU & GPU data in C#""",1,provid access data
693_2,"""I style a part of the page in ""font-style: italic"" and see the font (Segoe UI) is rendered in much bolder style than the rest of the page.""",0,style part page font style ital font sego render much bolder style than rest page
693_3,"""See http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2c0cbd51-ae37-4ab7-a3e4-7e1d7cce8643/segoe-ui-italic-looks-bold?forum=winappswithhtml5 for screenshots of this possible bug""",0,http social msdn microsoft forum windowsapp sego ital look bold forum winappswithhtml screenshot thi possibl
693_4,"""I've seen some suggestions that are close to what we need, but not quite, and are marked as completed.""",0,seen some suggest that close what need quit mark complet
693_5,"""I don't know why there is no support for current devices to read NFC cards/tags in full at a low level.""",0,know there support current devic read card tag full level
693_6,"""Seems deceptive to say that the device has NFC capabilities if in reality it can only read a very specific type of tag.""",0,seem decept that devic capabl realiti onli read veri specif type
693_7,"""For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be added but only for devices with a specific NFC chipset which is currently not present in any of the devices.""",0,product need support card read write with exist devic sever type card mifar calypso desfir mayb even more read that function will ad onli devic with specif chipset which current present devic
693_8,"""So please provide the low-level reading/writing functionality for NFC devices already in the field.""",1,pleas provid level read write function devic alreadi field
693_9,"""For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be___ more""",0,product need support card read write with exist devic sever type card mifar calypso desfir mayb even more read that function will more
693_10,"""It's supremely annoying while developing to have to go through the certification wait time just to add an in-app purchase product to the dev center.""",0,suprem annoy while develop have through certif wait time just purchas product center
694_1,"""I'm not sure I can think of a reason that any certification is needed for these; they're merely a price, key, and type.""",0,sure think reason that certif need these they mere price type
694_2,"""Please remove the cert process for these and allow them to be added *instantly*""",1,pleas remov cert process these allow them ad instantli
694_3,"""When porting my Windows 8 app to Windows Phone 8, I feel that the Universal App template (which is already awesome) could do some other things to increase even more productivity: 1 - Create Pages and UserControl folders: Let's face it, unless we want to create sh**** apps, we won't have the same UI for all platforms, so we'll end up creating the same pages and controls in BOTH versions.""",0,when port window window phone feel that univers templat which alreadi awesom could some other thing increas even more product creat page usercontrol folder face unless want creat app have same platform creat same page control both version
694_4,"""VS2013 could create those folders in each project and bring in the classes (pages and user controls) from the original project.""",0,could creat those folder each project bring class page user control from origin project
695_1,"""I have stated the folder names I use (Pages and UserControls) but the rule could deal with other names as well.""",0,have state folder name page usercontrol rule could deal with other name well
696_1,"""2 - I use SettingsFlyouts and I took some time to replicate them as pages in the Windows Phone project.""",0,settingsflyout took some time replic them page window phone project
697_1,"""That could be automatic too.""",1,that could automat
697_2,"""3 - Likewise, top and bottom app bars in Windows 8 could be translated into the Windows Phone versions automatically, if for example buttons were found in those controls.""",0,likewis bottom bar window could translat into window phone version automat exampl button were found those control
698_1,"""4 - Do the same for Styles.xaml (or whatever file contains Templates and Styles) as done in 1.""",0,same style xaml whatev file contain templat style done
698_2,"""I believe that other kinds of automatic measures could be taken, but I only remember these 4 because I ported a very simple app.""",0,believ that other kind automat measur could taken onli rememb these becaus port veri simpl
700_1,"""I recognize that when Threshold arrives (code matching between Windows and Windows Phone achieves 100%), much of these may not matter anymore, but for the time being these would be nice additions.""",1,recogn that when threshold arriv code match between window window phone achiev much these matter anymor time be these would nice addit
700_2,"""I have stated the folder names I use (Pages___ more""",0,have state folder name page more
701_1,"""I wished that PubCenter had a way of merging apps that I had in both platforms (Windows and Windows Phone), which obviously includes Universal Apps.""",0,wish that pubcent merg app that both platform window window phone which obvious includ univers app
702_1,"""When using headphones, music will pause if Cortanta notifies you of an incoming text message.""",0,when use headphon music will paus cortanta notifi incom text messag
702_2,"""Music will then continue to play once you respond to the notification.""",0,music will then continu play onc respond notif
702_3,"""However, Podacasts do not pause and will continue to play (inaudibly) in the background as you interact with Cortanta.""",0,howev podacast paus will continu play inaud background interact with cortanta
703_1,"""This is a bug and should be fixed so that ANY media that is playing will be paused if you are interacting with Cortanta.""",1,thi should fix that media that play will paus interact with cortanta
703_2,"""The trial feature should be built-in with automatic enforcement, user prompting, disabling, etc, just as it is in the Windows Store.""",1,trial featur should built with automat enforc user prompt disabl just window store
703_3,"""In the Windows store, I can choose trial mode for my app, and then pick the number of days I want the trial to last.""",0,window store choos trial mode then pick number day want trial last
703_4,"""From there, everything is taken care of for me.""",0,from there everyth taken care
703_5,"""If the user uninstalls during a trial, it tracks this fact and prevents them from starting a new trial later.""",0,user uninstal dure trial track thi fact prevent them from start trial later
703_6,"""Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days since install, whether the user has purchased, etc.""",0,contrast thi with window phone world where develop indic trial mode store manual track number day sinc instal whether user purchas
703_7,"""If the user uninstalls and installs again later, the developer has no idea.""",0,user uninstal instal again later develop idea
703_8,"""Adding trial-mode in Windows Phone feels like implement-and-pray.""",0,ad trial mode window phone feel like implement pray
704_1,"""I absolutely love the Windows Store implementation.""",0,absolut love window store implement
705_1,"""With the two stores combining, can we bring built-in trial mode support to Windows Phone?""",1,with store combin bring built trial mode support window phone
705_2,"""Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days___ more""",0,contrast thi with window phone world where develop indic trial mode store manual track number day more
706_1,"""You should be able to start an app like the flashlight app directly from the notification center.""",1,should abl start like flashlight directli from notif center
706_2,"""Please add recent places to SuggestedStartLocation in FileOpenPicker API.""",1,pleas recent place suggestedstartloc fileopenpick
707_1,"""Some times its hard to navigate few times to same location.""",0,some time hard navig time same locat
708_1,"""Please provide access to Calendar API to customize the day styles basing upon requirement""",1,pleas provid access calendar custom style base upon requir
709_1,"""It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",0,would much less frustrat window window phone develop have hint sent with certif fail report which make easier tackl obviou issu that aris becaus restrict window window phone
709_2,"""It is quite hard to find a solution to something you never heard about before but with the right pointers/keywords it could be done efficiently and nearly effortlessly.""",0,quit hard find solut someth never heard about befor with right pointer keyword could done effici nearli effortlessli
710_1,"""As example for an obvious issue and easy solution, if you know something about the problem: My app failed certification because of dark/light theme problems.""",0,exampl obviou issu easi solut know someth about problem fail certif becaus dark light theme problem
712_1,"""I set the background to a fixed color (black) in the code and in the light theme the font color is set from white to black by Windows Phone automatically, hence no text is readable.""",0,background fix color black code light theme font color from white black window phone automat henc text readabl
713_1,"""This problem occured at multiple tens of code places in my case.""",0,thi problem occur multipl ten code place case
714_1,"""Adding the following four lines to a report, that probably has been sent out thousands of times, would have saved myself more than an hour of searching for an efficient solution and reading: ---------------------- This might help with Dark/Light theme problems: - - (Visibility)Application.Current.Resources[""PhoneDarkThemeVisibility""]; or similar - (Brush)Application.Current.Resources[""PhoneBackgroundBrush""]; ---------------------- and maybe additional links to documentation It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",0,ad follow four line report that probabl been sent thousand time would have save myself more than hour search effici solut read thi might help with dark light theme problem visibl applic current resourc phonedarkthemevis similar brush applic current resourc phonebackgroundbrush mayb addit link document would much less frustrat window window phone develop have hint sent with certif fail report which make easier tackl obviou issu that aris becaus restrict window window phone
714_2,"""I set the background to a fixed color (black)___ more""",0,background fix color black more
715_1,"""Closes alone than nothing""",0,close alon than noth
715_2,"""Implementing the Auto-Upload feature in a Silverlight 8.1 application causes the application to not be clickable in the Auto Upload settings menu within the phones settings.""",0,implement auto upload featur silverlight applic caus applic clickabl auto upload set menu within phone set
715_3,"""For more information see -> http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2ebba203-dae1-409e-940e-14e33b422a21/auto-upload-app-not-launching-in-settings-page?forum=wpdevelop""",0,more inform http social msdn microsoft forum windowsapp ebba auto upload launch set page forum wpdevelop
715_4,"""Please release lock screen api for all developers,treat every devs equally""",1,pleas releas lock screen develop treat everi dev equal
715_5,"""When creating an app that uses MediaStreamSource to stream audio in Windows Phone 8.0, everything works just great.""",0,when creat that use mediastreamsourc stream audio window phone everyth work just great
715_6,"""When porting this app to Windows Phone 8.1, the sound is flickering and its components are ""stack overflow""-ing.""",0,when port thi window phone sound flicker compon stack overflow
