id,sentence,label,clean
686_2,"""I purchased the windows phone because of the smooth integration but now we are slowly moving towards apps and no OS integration.""",0,i purcha window phone smooth integr slowli move toward app os integr
687_1,"""Microsoft provide a system event SmsReceived for app to be notified when a SMS received, we also need such event for phone call, such as PhoneReveived...""",0,microsoft provid system event smsreceiv app notifi sm receiv also need event phone call phonereveiv
687_2,"""Moreover, it's better to have read-only API for phone call history, so developer can help to make better phone call related app like Android.""",1,moreov better read api phone call histori develop help make better phone call relat app like android
687_3,"""make the mapicon of the windows phone sdk 8.1 able to be on top by the use of zindex make the event tapped accessible for mapicon too""",0,make mapicon window phone sdk abl top use zindex make event tap access mapicon
687_4,"""Allow the messaging application to join in the default messaging application (Hub Message) for full interaction.""",1,allow messag applic join default messag applic hub messag full interact
687_5,"""-applications use the API of the Hub message for send/view/delete/etc... SMS -The message Hub uses the API of others applications for the same thing (send/view/delete/etc... messages).""",0,applic use api hub messag send view delet etc sm messag hub use api applic thing send view delet etc messag
687_6,"""This means, that the developper have the ablity to implement other application APIs in the message hub and use it""",0,thi mean developp abliti implement applic api messag hub use
687_7,"""We need Windows Phone to synchronize its clock via the internet.""",1,we need window phone synchron clock via internet
687_8,"""In some countries this does not work via provider services.""",0,in countri work via provid servic
687_9,"""Include an API to add, remove, deactivate tracking protection lists (TPL), to further drive down data usage, enable selective protection against rogue sites tracking, and just having a sense of control.""",1,includ api add remov deactiv track protect list tpl drive data usag enabl select protect rogu site track sen control
687_10,"""Just like on desktop IE.""",0,like desktop ie
687_11,"""Provide more help with understand text that coming from cortanan.""",1,provid help understand text come cortanan
687_12,"""things i think about is like understanding dates and times.""",0,thing think like understand date time
687_13,"""when planning a new agenda item for example this is done nicely.""",0,plan new agenda item exampl done nice
687_14,"""Pivot and panorama controls should have options to enable/disable wrapping.""",0,pivot panorama control option enabl disabl wrap
687_15,"""Also the scroll viewer should have options to disable overscrolling effect.""",0,also scroll viewer option disabl overscrol effect
687_16,"""This program don't work on WindowsPhone 8.1 (LiveSDK 5.6) bool connected = false; try { var authClient = new LiveAuthClient(); LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); if (result.Status == LiveConnectSessionStatus.Connected) { connected = true; var connectClient = new LiveConnectClient(result.Session); var meResult = await connectClient.GetAsync(""me""); dynamic meData = meResult.Result; } } catch (LiveAuthException ex) { // Display an error message. }""",0,thi program work windowsphon livesdk bool connect fal tri var authclient new liveauthcli liveloginresult result await authclient loginasync new string wl signin wl skydriv result statu liveconnectsessionstatu connect connect true var connectcli new liveconnectcli result session var meresult await connectcli getasync dynam medata meresult result catch liveauthexcept ex display error messag
687_17,"""catch (LiveConnectException ex) { // Display another error message. }""",0,catch liveconnectexcept ex display anoth error messag
687_18,"""if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); but authClient is not null.""",0,i catch gener except obtain except messag object refer set istanc object row liveloginresult result await authclient loginasync new string wl signin wl skydriv authclient null
687_19,"""I Also wrote on MSDN Forum, but I received no reply...""",0,i also wrote msdn forum i receiv repli
687_20,"""if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result =___ more""",0,i catch gener except obtain except messag object refer set istanc object row liveloginresult result
688_1,"""i can use it to recover my files.""",0,use recov file
688_2,"""Hoello, with WP8.1 the Silverlight XAP apps are forced to use ""Fast Resume"".""",0,hoello wp silverlight xap app forc use fast resum
690_1,"""This has broken my app Swipe Tunes as I hastilly submitted a WP8.1 update with Transparent Tile and realised later that fast resume was causing issues with my secondary tiles etc.""",0,thi broken app swipe tune i hastilli submit wp updat transpar tile reali later fast resum cau issu secondari tile etc
690_2,"""Fast resume has pretty much killed my app and I can't delete the WP8.1 XAP from the store, and as such it looks like my app will not be able to go back on the WP Store or if it does it will have to be under a new name and abandon previous customers.""",0,fast resum pretti much kill app i delet wp xap store look like app abl go back wp store new name abandon previou custom
690_3,"""Please cant we have an option in the WPAppManifest file to untick ""fast resume"" and allow WP8.1 apps to not run in fast resume mode just like in WP8?""",1,plea cant option wpappmanifest file untick fast resum allow wp app run fast resum mode like wp
691_2,"""http://windowsphone.uservoice.com/forums/101801-feature-suggestions/suggestions/6080912-we-want-open-the-app-by-tap-the-quick-status-icon""",0,http windowsphon uservo com forum featur suggest suggest want open app tap quick statu icon
691_3,"""Allow NFC capable Windows Phones to pay from the Wallet app using NFC at locations where card readers support it.""",1,allow nfc capabl window phone pay wallet app use nfc locat card reader support
691_4,"""Google wallet has been able to do this for almost 3 years now.""",0,googl wallet abl almost year
691_5,"""Just YouTube using Google Wallet at McD.""",0,youtub use googl wallet mcd
691_6,"""Support for this would destroy any argument for an apple device because they aren't going to do this any time soon and it would close the gap in functionality between WP and android.""",0,support would destroy argument appl devic go time soon would close gap function wp android
691_7,"""Developers need create/edit document from Windows Store Apps.""",1,develop need creat edit document window store app
691_8,"""Thereby, integrate WinRT apps with Office.""",0,therebi integr winrt app offic
691_9,"""OpenXML SDK Office for WinRT __ Office Primary Interop Assembly Classes for WinRT Win8 applications need to be more productive for businesses!""",0,openxml sdk offic winrt offic primari interop assembl class winrt win applic need product busi
691_10,"""Microsoft / Pubcenter claims to have interstitials.""",0,microsoft pubcent claim interst
691_11,"""However, these are just bigger ad formats and not the interstitials we know from other ad networks.""",0,howev bigger ad format interst know ad network
692_1,"""Interstitials are displayed at a break point in the app / game.""",0,interst display break point app game
692_2,"""Therefore it is for the app / game developer much more important to have a good fill rate.""",0,therefor app game develop much import good fill rate
692_3,"""Allowing to prefetch an ad allow the developer to optimise his ad strategy.""",0,allow prefetch ad allow develop optimi ad strategi
692_5,"""he is able to show his own house ad when pubcenter can not fill the ad request).""",0,abl show hou ad pubcent fill ad request
693_1,"""Provide access to CPU & GPU data in C#""",1,provid access cpu gpu data c#
693_2,"""I style a part of the page in ""font-style: italic"" and see the font (Segoe UI) is rendered in much bolder style than the rest of the page.""",0,i style part page font style ital see font sego ui render much bolder style rest page
693_3,"""See http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2c0cbd51-ae37-4ab7-a3e4-7e1d7cce8643/segoe-ui-italic-looks-bold?forum=winappswithhtml5 for screenshots of this possible bug""",0,see http social msdn microsoft com forum windowsapp en us c cbd ae ab e e cce sego ui ital look bold forum winappswithhtml screenshot possibl bug
693_4,"""I've seen some suggestions that are close to what we need, but not quite, and are marked as completed.""",0,i seen suggest close need quit mark complet
693_5,"""I don't know why there is no support for current devices to read NFC cards/tags in full at a low level.""",0,i know support current devic read nfc card tag full low level
693_6,"""Seems deceptive to say that the device has NFC capabilities if in reality it can only read a very specific type of tag.""",0,seem decept say devic nfc capabl realiti read specif type tag
693_7,"""For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be added but only for devices with a specific NFC chipset which is currently not present in any of the devices.""",0,one product need support nfc card read write exist devic sever type card mifar ul ulc calypso desfir mayb even i read wp function ad devic specif nfc chipset current present devic
693_8,"""So please provide the low-level reading/writing functionality for NFC devices already in the field.""",1,so plea provid low level read write function nfc devic alreadi field
693_9,"""For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be___ more""",0,one product need support nfc card read write exist devic sever type card mifar ul ulc calypso desfir mayb even i read wp function
693_10,"""It's supremely annoying while developing to have to go through the certification wait time just to add an in-app purchase product to the dev center.""",0,it suprem annoy develop go certif wait time add app purcha product dev center
694_1,"""I'm not sure I can think of a reason that any certification is needed for these; they're merely a price, key, and type.""",0,i sure i think reason certif need mere price key type
694_2,"""Please remove the cert process for these and allow them to be added *instantly*""",1,plea remov cert process allow ad instantli
694_3,"""When porting my Windows 8 app to Windows Phone 8, I feel that the Universal App template (which is already awesome) could do some other things to increase even more productivity: 1 - Create Pages and UserControl folders: Let's face it, unless we want to create sh**** apps, we won't have the same UI for all platforms, so we'll end up creating the same pages and controls in BOTH versions.""",0,port window app window phone i feel univ app templat alreadi awesom could thing increa even product creat page usercontrol folder let face unless want creat sh app ui platform end creat page control version
694_4,"""VS2013 could create those folders in each project and bring in the classes (pages and user controls) from the original project.""",0,vs could creat folder project bring class page user control origin project
695_1,"""I have stated the folder names I use (Pages and UserControls) but the rule could deal with other names as well.""",0,i state folder name i use page usercontrol rule could deal name well
696_1,"""2 - I use SettingsFlyouts and I took some time to replicate them as pages in the Windows Phone project.""",0,i use settingsflyout i took time replic page window phone project
697_1,"""That could be automatic too.""",1,could automat
697_2,"""3 - Likewise, top and bottom app bars in Windows 8 could be translated into the Windows Phone versions automatically, if for example buttons were found in those controls.""",0,likewi top bottom app bar window could translat window phone version automat exampl button found control
698_1,"""4 - Do the same for Styles.xaml (or whatever file contains Templates and Styles) as done in 1.""",0,do style xaml whatev file contain templat style done
698_2,"""I believe that other kinds of automatic measures could be taken, but I only remember these 4 because I ported a very simple app.""",0,i believ kind automat measur could taken i rememb i port simpl app
700_1,"""I recognize that when Threshold arrives (code matching between Windows and Windows Phone achieves 100%), much of these may not matter anymore, but for the time being these would be nice additions.""",1,i recogn threshold arriv code match window window phone achiev much may matter anymor time would nice addit
700_2,"""I have stated the folder names I use (Pages___ more""",0,i state folder name i use page
701_1,"""I wished that PubCenter had a way of merging apps that I had in both platforms (Windows and Windows Phone), which obviously includes Universal Apps.""",0,i wish pubcent way merg app i platform window window phone obviou includ univ app
702_1,"""When using headphones, music will pause if Cortanta notifies you of an incoming text message.""",0,use headphon music pau cortanta notifi incom text messag
702_2,"""Music will then continue to play once you respond to the notification.""",0,music continu play respond notif
702_3,"""However, Podacasts do not pause and will continue to play (inaudibly) in the background as you interact with Cortanta.""",0,howev podacast pau continu play inaud background interact cortanta
703_1,"""This is a bug and should be fixed so that ANY media that is playing will be paused if you are interacting with Cortanta.""",1,thi bug fix ani media play pau interact cortanta
703_2,"""The trial feature should be built-in with automatic enforcement, user prompting, disabling, etc, just as it is in the Windows Store.""",1,trial featur built automat enforc user prompt disabl etc window store
703_3,"""In the Windows store, I can choose trial mode for my app, and then pick the number of days I want the trial to last.""",0,in window store i choo trial mode app pick number day i want trial last
703_4,"""From there, everything is taken care of for me.""",0,everyth taken care
703_5,"""If the user uninstalls during a trial, it tracks this fact and prevents them from starting a new trial later.""",0,if user uninst trial track fact prevent start new trial later
703_6,"""Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days since install, whether the user has purchased, etc.""",0,contrast window phone world develop indic trial mode store manual track number day sinc instal whether user purcha etc
703_7,"""If the user uninstalls and installs again later, the developer has no idea.""",0,if user uninst instal later develop idea
703_8,"""Adding trial-mode in Windows Phone feels like implement-and-pray.""",0,ad trial mode window phone feel like implement pray
704_1,"""I absolutely love the Windows Store implementation.""",0,i absolut love window store implement
705_1,"""With the two stores combining, can we bring built-in trial mode support to Windows Phone?""",1,two store combin bring built trial mode support window phone
705_2,"""Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days___ more""",0,contrast window phone world develop indic trial mode store manual track number day
706_1,"""You should be able to start an app like the flashlight app directly from the notification center.""",1,abl start app like flashlight app directli notif center
706_2,"""Please add recent places to SuggestedStartLocation in FileOpenPicker API.""",1,plea add recent place suggestedstartloc fileopenpick api
707_1,"""Some times its hard to navigate few times to same location.""",0,time hard navig time locat
708_1,"""Please provide access to Calendar API to customize the day styles basing upon requirement""",1,plea provid access calendar api custom day style base upon requir
709_1,"""It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",0,it would much less frustrat window window phone develop hint sent certif fail report make easier tackl obviou issu ari restrict window window phone
709_2,"""It is quite hard to find a solution to something you never heard about before but with the right pointers/keywords it could be done efficiently and nearly effortlessly.""",0,it quit hard find solut someth never heard right pointer keyword could done effici nearli effortlessli
710_1,"""As example for an obvious issue and easy solution, if you know something about the problem: My app failed certification because of dark/light theme problems.""",0,as exampl obviou issu easi solut know someth problem my app fail certif dark light theme problem
712_1,"""I set the background to a fixed color (black) in the code and in the light theme the font color is set from white to black by Windows Phone automatically, hence no text is readable.""",0,i set background fix color black code light theme font color set white black window phone automat henc text readabl
713_1,"""This problem occured at multiple tens of code places in my case.""",0,thi problem occur multipl ten code place case
714_1,"""Adding the following four lines to a report, that probably has been sent out thousands of times, would have saved myself more than an hour of searching for an efficient solution and reading: ---------------------- This might help with Dark/Light theme problems: - - (Visibility)Application.Current.Resources[""PhoneDarkThemeVisibility""]; or similar - (Brush)Application.Current.Resources[""PhoneBackgroundBrush""]; ---------------------- and maybe additional links to documentation It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",0,ad follow four line report probabl sent thousand time would save hour search effici solut read thi might help dark light theme problem visibl applic current resourc phonedarkthemevi similar brush applic current resourc phonebackgroundbrush mayb addit link document it would much less frustrat window window phone develop hint sent certif fail report make easier tackl obviou issu ari restrict window window phone
714_2,"""I set the background to a fixed color (black)___ more""",0,i set background fix color black
715_1,"""Closes alone than nothing""",0,close alon noth
715_2,"""Implementing the Auto-Upload feature in a Silverlight 8.1 application causes the application to not be clickable in the Auto Upload settings menu within the phones settings.""",0,implement auto upload featur silverlight applic cau applic clickabl auto upload set menu within phone set
715_3,"""For more information see -> http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2ebba203-dae1-409e-940e-14e33b422a21/auto-upload-app-not-launching-in-settings-page?forum=wpdevelop""",0,inform see http social msdn microsoft com forum windowsapp en us ebba dae e e e b auto upload app launch set page forum wpdevelop
715_4,"""Please release lock screen api for all developers,treat every devs equally""",1,plea relea lock screen api develop treat everi dev equal
